file_name,url,inference_transcript,audio_duration,text_length,state,group_id,id
STT_AM_AB1684_0013_77487_to_83545,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0013_77487_to_83545.wav,རྣམས་དུས་དང་མཐུན་པར་ཁྲིད་ས་ཞིག་ཏུ་བསྒྱུར་དགོས་པའི་དགོངས་འཆར་ཕུལ་བ་བཞིན་དེ་དག་ལ་རྒྱུགས་སྤྲོད་ཡོད་ཙམ་མིན་པར་ཚད་ལྡན་གྱི་དགེ་རྒན་གཏན་འཇགས་ཟུར་འཛུགས་ཀྱིས་འཆར་ཅན་འཛིན་གྲྭའི་ལམ་ནས་སློབ་ཁྲིད་ཀྱང་གནང་དགོས་རྒྱུ་དང་།དེ་བཞིན་ལས་,6.058,216,transcribing,1,3418268
STT_AM_AB1684_0014_109043_to_112941,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0014_109043_to_112941.wav,བྱེད་རིགས་ལའང་དུས་ཡུན་ཆུ་ཚོད་གཉིས་ཙམ་རང་བློར་གང་ལྕོགས་ཀྱི་སློབ་སྦྱོང་གི་གོ་སྐབས་དང་མཐུན་རྐྱེན་བསྐྲུན་དགོས།༤༽གཞན་ཡང་དགེ་སློབ་མང་ཆེ་བས་ཟླ་དྲུག་རྒྱུགས་སྤྲོད་དགོས་ཚུལ་དང་།,3.898,167,transcribing,1,3418269
STT_AM_AB1684_0015_120552_to_123252,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0015_120552_to_123252.wav,བཀའ་པོད་རེའི་སློབ་གཉེར་ཐོན་མཚམས,2.7,31,transcribing,1,3418270
STT_AM_AB1684_0016_123505_to_125841,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0016_123505_to_125841.wav,་རྒྱ་གཞུང་དང་རྗེ་ཡབ་སྲས་གསུམ་གྱི་གཞུང་ག,2.336,39,transcribing,1,3418271
STT_AM_AB1684_0017_128017_to_130961,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0017_128017_to_130961.wav,ཙོ་བོར་བྱས་ཏེ་བཀའ་པོད་དེ་དང་དེའི་གཞུང་ཡོངས་རྫོགས་ལ་དགེ་ལུགས་རྒྱུགས་སྤྲོད་དང་མཐུན་པའི་,2.944,85,transcribing,1,3418272
STT_AM_AB1684_0018_132913_to_135057,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0018_132913_to_135057.wav,རྒྱུགས་སྤྲོད་ཆེ་བ་རེ་ཡོད་རྒྱུ་གལ་ཆེ་བ་དང་།དེ་བཞིན་དུ,2.144,52,transcribing,1,3418273
STT_AM_AB1684_0019_138473_to_146438,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0019_138473_to_146438.wav,་འཇང་དགུན་ཆོས་སོགས་དམ་བཅའ་ཆེ་ཁག་སྐབས་མང་པོ་སྡེབ་ལངས་ཀྱིས་རྩོད་རྒྱུ་དེའི་རིགས་ལ་བསྒྱུར་བཅོས་གཏོང་དགོས་པའི་དགོངས་འཆར་འདུག་ན།,7.965,122,transcribing,1,3418274
STT_AM_AB1684_0020_146978_to_151490,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0020_146978_to_151490.wav,དགེ་སློབ་རྣམ་པའི་ཉམས་མྱོང་ལ་གཞིགས་པའི་དགོངས་འཆར་ལགས་པས་གྲྭ་ཚང་སོ་སོས་འཕྲལ་དུ་ཕྱག་བསྟར་གནང་གལ་ཆེ།,4.512,96,transcribing,1,3418275
STT_AM_AB1684_0021_157930_to_160950,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0021_157930_to_160950.wav,༥༽དགེ་བཤེས་ཐོན་ཟིན་པ་རྣམས་ལ་རྒྱུད་གྲྭ་སྟོད་སྨད་སོ་སོར་འཆར་ཅན་གྱི་ཆོོས་ཐོག་འཁོར་རྗེས་ལོ་ག,3.02,88,transcribing,1,3418276
STT_AM_AB1684_0022_167171_to_169219,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0022_167171_to_169219.wav,ཉིས་གསུམ་རིང་མུ་མཐུད་སྔགས་ཀྱི་གསན་བསམ་མཐིལ་ཕྱིན་པ་གནང་རྒྱུའི་མཐུན་རྐྱེན་དགོས་པའི་དགོངས་འཆར་དང་།,2.048,95,transcribing,1,3418277
STT_AM_AB1684_0023_170115_to_172643,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0023_170115_to_172643.wav,དོན་གཉེར་ཅན་རྣམས་ལ་གཞུང་ཆེན་བཀའ་པོད་ལྔ་ཡིས་མཚོན་གནའ་དེང་གི,2.528,58,transcribing,1,3418278
STT_AM_AB1684_0024_177707_to_181003,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0024_177707_to_181003.wav,་རིག་གནས་རིགས་གཅིག་རྐང་འཛིན་གྱི་སློབ་གཉེར་དང་ཞིབ་འཇུག་གནང་སའི,3.296,61,transcribing,1,3418279
STT_AM_AB1684_0025_182027_to_185355,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0025_182027_to_185355.wav,་བསྟི་གནས་ཤིག་ཟུར་འཛུགས་ཀྱིས་དགེ་ལྡན་ཐུན་མོང་ནས་འཛིན་སྐྱོང་གནང་ན་དགེ་མཚན་ཆེ།,3.328,76,transcribing,1,3418280
STT_AM_AB1684_0026_187307_to_189707,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0026_187307_to_189707.wav,ཇ༽བཙུན་དགོན་ཁག་སོ་སོ་དང་འབྲེལ་བའི་དགོངས་འཆར་,2.4,44,transcribing,1,3418281
STT_AM_AB1684_0027_196811_to_198859,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0027_196811_to_198859.wav,ཕུལ་བ་ལ་གཞིགས་ཏེ་འབྱུང་འགྱུར་བྱེད་སྒོའི་བསམ་འཆར།༡༽ས་སྐྱ་བཙུན་དགོན་རིན་ཆེན་ཆོས་གླིང་།དགོན་པའི་བཤད་གྲྭ་གསར་འཛུགས་བྱ་རྒྱུའི་འཆར་གཞི་ཡོད་ཀྱང་།སློབ་,2.048,143,transcribing,1,3418282
STT_AM_AB1684_0028_206159_to_210377,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0028_206159_to_210377.wav,གཉེར་བ་ལོ་ན་བཅོ་བརྒྱད་ནས་ཉེར་ལྔ་ལོན་པ་མ་གཏོགས་འཛུད་རྒྱུའི་དགོངས་གཞི་མི་འདུགའོན་ཀྱང་ལོ་ན་རྒན་པ་དོན་གཉེར་,4.218,103,transcribing,1,3418283
STT_AM_AB1684_0029_210428_to_212841,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0029_210428_to_212841.wav,ཡོད་རིགས་རྣམས་ལ་གོ་སྐབས་མི་རེག་པ,2.413,32,transcribing,1,3418284
STT_AM_AB1684_0030_213364_to_216233,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0030_213364_to_216233.wav,ས།ད་ཡོད་དགོན་པ་རྙིང་པ་རང་གི་ནང་དུ་བཤད་གྲ,2.869,40,transcribing,1,3418285
STT_AM_AB1684_0031_217785_to_221920,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0031_217785_to_221920.wav,ྭ་འཛུགས་ཐུབ་ན་མི་ཚེ་དོན་དང་ལྡན་པ་ཡོང་བར་དགེ་མཚན་ཆེ་བའི་དགོངས་ཚུལ་བྱུང་སོང་ན།,4.135,76,transcribing,1,3418286
STT_AM_AB1684_0032_223982_to_226318,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0032_223982_to_226318.wav,འཇམ་མགོན་ས་སྐྱ་པཎྜི་ཏས།རིག་པ་ནང་པར་འཆི་ཡང་བསླབ།།ཅེས་གསུངས་པ་ལྟར་བཙུན་མ་རང་གི་འདོད་པ་ཡོད་ན་ལོ་ཚད་དང་ས་གནས་གཞན་དུ་འཛུགས་པར་དགེ་མཚན་མ་མཐོང་ཞིང་།,2.336,141,transcribing,1,3418287
STT_AM_AB1684_0033_238575_to_241866,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0033_238575_to_241866.wav,ད་ཡོད་དགོན་རང་དུ་འཛུགས་ན་མཐུན་རྐྱེན་མི་འདང་བ་མི་འདུག་ན,3.291,54,transcribing,1,3418288
STT_AM_AB1684_0034_242541_to_248549,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0034_242541_to_248549.wav,་འབྲེལ་ཡོད་ནས་ཐུགས་བསམ་རྒྱ་ཆེར་བཞེས་ནས་ལོ་ཚད་ལ་མ་མ་ལྟོས་པར་ད་ཡོད་དགོན་པ་རང་དུ,6.008,77,transcribing,1,3418289
STT_AM_AB1684_0035_248599_to_251400,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0035_248599_to_251400.wav,་འཛུགས་ཐབས་གནང་སྐྱོང་ཡོང་བ་ཞུ།༢༽བཙུན་དགོན་དགེ་ལྡན་ཆོས་གླིང་།,2.801,60,transcribing,1,3418290
STT_AM_AB1684_0036_255062_to_257718,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0036_255062_to_257718.wav,ལམ་རིམ་བློ་སྦྱོང་ཉམས་ཁྲིད་གནང་མཁན་གྱི་ལམ་རིམ་དགེ་རྒན་ཚད་ལྡན་ཞིག,2.656,63,transcribing,1,3418291
STT_AM_AB1684_0037_271971_to_276207,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0037_271971_to_276207.wav,་དགོས་པ་དང་།བཙུན་དགོན་འདི་བཞིན་གྲོང་སྡེའི་དཀྱིལ་དུ་ཆགས་པས་མི་མང་འགྲིམ་འགྲུལ་མང་བ་དང་།རྒྱུན་དུ་དོན་གནད་ཡོད་མེད་ཀྱི་མགྲོན་པོ་མང་པོར་སྣེ་ལེན་བྱེད་པ་འགལ་རྐྱེན་དུ་འདུག་ན།,4.236,165,transcribing,1,3418292
STT_AM_AB1684_0038_286688_to_289088,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0038_286688_to_289088.wav,ཉེ་འབྲེལ་ཡིན་མིན་ལ་མ་ལྟོས་པར་མགྲོན་པོར་སྣེ་ལེན་དང་མཚན་སྡོད་བྱེད་པ་བཀག་འགོག་གནང་དགོས་པའི་དགོངས་འཆར་བྱུང་དོན་བཞིན་དགོན་པའི་ལས་སྣེ་རྣམས་ནས་འཕྲལ་དུ་ཕྱག་བསྟར་གནང་སྐྱོང་ཡོང་བ་ཞུ།,2.4,172,transcribing,1,3418293
STT_AM_AB1684_0039_301792_to_303904,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0039_301792_to_303904.wav,༣༽བཙུན་དགོན་བྱང་ཆུབ་ཆོས་གླིང།མདོ་ཕྱོགས་ལ་སློབ་གཉེར་གྲུབ་མཚམས་སུ་སྔགས་ལ་ཡང་སློབ་གཉེར་གྱི་མཐུན་རྐྱེན་བསྐྲུན་དགོས་པའི་དགོངས་ཚུལ་བྱུང་སོང་ན།བཙུན་དགོན་འདིར་མདོ་ཕྱོགས་ཀྱི་སློབ་གཉེར་,2.112,175,transcribing,1,3418294
STT_AM_AB1684_0040_307493_to_314159,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0040_307493_to_314159.wav,ཐོན་ཟིན་པའི་བཙུན་མ་རེ་ཟུང་ཡོད་མུས་ཟམ་མ་ཆད་པར་སྔགས་ལ་ཡང་སློབ་གཉེར་གནང་དགོས་པ་ཤིན་ཏུ་གལ་ཆེ་བས་དགོན་པའི་འཛིན་སྐྱོང་ནས་འཕྲལ་དུ་,6.666,123,transcribing,1,3418295
STT_AM_AB1684_0041_319626_to_325448,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0041_319626_to_325448.wav,འཛུགས་ཐབས་གནང་རྒྱུ།༤༽བཙུན་དགོན་སྒྲོལ་མ་གླིང་།བཙུན་དགོན་འདི་བཞིན་དྷ་ས་གཙུག་ལག་ཁང་དང་རྒྱང་ཐག་རིང་བས་གཞི་གསུམ་གྱི་ཆོ་ག་,5.822,116,transcribing,1,3418296
STT_AM_AB1684_0042_336351_to_341151,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0042_336351_to_341151.wav,རང་དགོན་དུ་བསྟར་ཆགས་ཚུགས་ཐུབ་པ་གལ་ཆེ་ཚུལ་གྱི་དགོངས་འཆར་བྱུང་བ་བཞིན་གཞི་གསུམ་གྱི་ཉམས་ལེན་བསྟན་པའི་གཞི་མ་ཡིན་པས།འབྲེལ་ཡོད་འཛིན་སྐྱོང་ནས་དགོན་པ་རང་དུ་,4.8,147,transcribing,1,3418297
STT_AM_AB1684_0043_355481_to_358937,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0043_355481_to_358937.wav,ངེས་པར་ཚུགས་ཐུབ་ཐབས་གནང་དགོས།གཞན་ཡང་དགོན་པ་འདིར་ཕར་ཕྱིན་གྱི་ཡིག་ཆའི་དགེ་རྒན་,3.456,76,transcribing,1,3418298
STT_AM_AB1684_0044_359257_to_361881,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0044_359257_to_361881.wav,མུ་མཐུད་བཞུགས་མཁན་མེད་པའི་དཀའ་ངལ་ལོ་མང་རིང་,2.624,43,transcribing,1,3418299
STT_AM_AB1684_0045_364109_to_369593,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0045_364109_to_369593.wav,ཡོད་མུས་དང།ཕྱིས་འབྱུང་ཆོས་རིག་ནས་བསྐོ་བཞག་གནང་རྒྱུའི་རེ་སྐུལ་གནང་གི་འདུག་ན་མཐུན་འགྱུར་རང་ཁུངས་ནས་,5.484,97,transcribing,1,3418300
STT_AM_AB1684_0046_376410_to_383650,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0046_376410_to_383650.wav,གནས་མུས་ཐོག་ཆོས་རིག་ནས་དགེ་རྒན་ཆ་རྐྱེན་ཚད་དང་ལྡན་པ་ཞིག་བསྐོ་བཞག་གནང་གལ་ཆེ་བ་བཅས་སོ།,7.24,83,transcribing,1,3418301
STT_AM_AB1684_0047_384207_to_386654,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0047_384207_to_386654.wav,།།།དམིགས་བསལ་ཆོས་ཚོགས་ཐེངས་དང་པོའི,2.447,34,transcribing,1,3418302
STT_AM_AB1684_0048_387227_to_392340,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0048_387227_to_392340.wav,་ཐོག་ཚོགས་བཅར་གནང་མཁན་གྱི་དབུ་ཁྲིད་བླ་ཆེན་རྣམ་པ་དང་སྐུ་ཚབ་རྣམས་ཀྱི་མཚན་གཞུང་།,5.113,77,transcribing,1,3418303
STT_AM_AB1684_0049_394990_to_399985,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0049_394990_to_399985.wav,༡༽གྲུབ་དབང་པད་ནོར་རིན་པོ་ཆེའི་སྐུ་ཚབ་མཁན་སྤྲུལ་གྱང་ཁང་རིན་པོ་ཆེ།,4.995,64,transcribing,1,3418304
STT_AM_AB1684_0050_400457_to_403174,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0050_400457_to_403174.wav,༢༽འཁྲུལ་ཞིག་རིན་པོ་ཆེའི་སྐུ་ཚབ་སྤྱི་ཟུར་བསྟན་སྐྱབས།༣༽དཔལ་རྒྱལ་,2.717,62,transcribing,1,3418305
STT_AM_AB1684_0051_409300_to_411494,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0051_409300_to_411494.wav,བ་ཀརྨ་པ་རིན་པོ་ཆེ།༤༽འབྲི་གུང་སྐྱབས་མགོན་ཆེ་ཚང་རིན་པོ་ཆེ།༥༽འབྲུག་ཆེན་,2.194,68,transcribing,1,3418306
STT_AM_AB1684_0052_415409_to_418564,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0052_415409_to_418564.wav,རིན་པོ་ཆེའི་སྐུ་ཚབ་མཁན་པོ་འཇིགས་མེད་རྡོ་རྗེ།,3.155,44,transcribing,1,3418307
STT_AM_AB1684_0053_418902_to_421551,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0053_418902_to_421551.wav,༦༽དཔལ་ས་སྐྱ་བདག་ཁྲི་རིན་པོ་ཆེ།,2.649,30,transcribing,1,3418308
STT_AM_AB1684_0054_424302_to_427677,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0054_424302_to_427677.wav,༧༽ངོར་ཀླུ་ལྡིང་མཁན་རིན་པོ་ཆེའི་སྐུ་ཚབ་འཇམ་དབྱངས་ཡེ་,3.375,51,transcribing,1,3418309
STT_AM_AB1684_0055_428993_to_433144,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0055_428993_to_433144.wav,ཤེས།༨༽མཁན་པོ་ཀུན་དགའ་དབང་ཕྱུག་གི་སྐུ་ཚབ་མཁན་པོ་ཆོས་དབྱིངས་རྡོ་རྗེ།,4.151,66,transcribing,1,3418310
STT_AM_AB1684_0056_433262_to_435574,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0056_433262_to_435574.wav,༩༽བྱང་རྩེ་ཆོས་རྗེ་རིན་པོ་ཆེ།,2.312,28,transcribing,1,3418311
STT_AM_AB1684_0057_437903_to_440384,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0057_437903_to_440384.wav,༡༠༽ཤར་པ་ཆོས་རྗེ་རིན་པོ་ཆེ།,2.481,26,transcribing,1,3418312
STT_AM_AB1684_0058_441852_to_445919,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0058_441852_to_445919.wav,༡༡༽སྨན་རི་ཁྲི་འཛིན་ལུང་རྟོགས་བསྟན་པའི་ཉི་མ་རིན་པོ་ཆེ།,4.067,53,transcribing,1,3418313
STT_AM_AB1684_0059_447488_to_454103,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0059_447488_to_454103.wav,༡༢༽སློབ་དཔོན་བསྟན་འཛིན་རྣམ་དག་རིན་པོ་ཆེའི་སྐུ་ཚབ་དགེ་བཤེས་བཤད་སྒྲུབ་རྒྱ་མཚོ།,6.615,76,transcribing,1,3418314
STT_AM_AB1684_0060_473880_to_478251,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0060_473880_to_478251.wav,༡༣༽ཆོས་རིག་བཀའ་བློན་ཟླ་རྒྱས་ཚང་ཚེ་རིང་ཕུན་ཚོགས།ཆོས་ཚོགས་ཐེངས་བཅུ་པའི་གྲོས་གཞི་གྲོས་ཆོད།༄༅།།ལོ་ལྔ་བཅུ་བཙན་བྱོལ་དུ་འདས་པའི་བོད་མིའི་སྐྱིད་སྡུག་དྲན་གསོ་དང་བསྟུན།,4.371,158,transcribing,1,3418315
STT_AM_AB1684_0061_478403_to_481289,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0061_478403_to_481289.wav,བོད་རྒྱལ་ལོ་༢༡༣༦བོད་ཟླ་༡ཚེས་༡༠ནས་༡༢ཕྱི་ལོ་༢༠༠༩ཕྱི་ཟླ་༣ཚེས་༦ནས་༨བར,2.886,65,transcribing,1,3418316
STT_AM_AB1684_0062_481508_to_486233,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0062_481508_to_486233.wav,་ཉིན་གསུམ་རིང་བོད་ཀྱི་ཆོས་བརྒྱུད་ཆེན་པོ་བཞི་དང་།གཡུང་དྲུང་བོན་བཅས་ཀྱི་དབུ་ཁྲིད་བླ་ཆེན་རྣམ་པ་དང་།མཁན་པོ།བླ་སྤྲུལ།སྐུ་ཚབ་བཅས་འདུས་པའི་ཆོས་ཚོགས་ཐེངས་བཅུ་པ་ཐེག,4.725,155,transcribing,1,3418317
STT_AM_AB1684_0063_505386_to_510584,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0063_505386_to_510584.wav,་ཆེན་ཆོས་གླིང་ཕོ་བྲང་ཚོམས་ཆེན་དུ་བསྐྱངས་པའི་གྲོས་གཞི་དང་གྲོས་ཆོད་གཤམ་གསལ།,5.198,73,transcribing,1,3418318
STT_AM_AB1684_0064_516540_to_521097,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0064_516540_to_521097.wav,གྲོས་གཞི་དོན་ཚན་དང་པོ།ཆོས་ཚོགས་ཐེངས་༩པའི་གྲོས་ཆོད་ལག་བསྟར་ཇི་གནང་བསྐྱར་ཞིབ་ཀྱིས་༸སྙན་སྒྲོན་ཞུ་རྒྱུ།གྲོས་ཆོད།,4.557,108,transcribing,1,3418319
STT_AM_AB1684_0065_532811_to_534859,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0065_532811_to_534859.wav,ཀ༽ཆོས་ཚོགས་ཐེངས་༩པའི་གྲོས་ཆོད་ཁག་ཆོས་རིག་ལས་ཁུངས་དང་ཆོས་སྡེ་ཁགས་གནས་འགོ་འཛིན་བཅས་ནས་ལག་བསྟར་ཐུབ་པ་དང་མ་ཐུབ་པ་ཇི་བྱུང་དཔལ་ལྡན་ཆོས་རིག་བཀའ་བློན་མཆོག་ནས་ཡིག་ངག་གཉིས་ཐོག་ནས,2.048,168,transcribing,1,3418320
STT_AM_AB1684_0066_547995_to_553699,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0066_547995_to_553699.wav,་༸སྙན་གསན་ཞུས་པ་ཚོགས་བཅར་བ་ཚང་མས་བློ་ངེས་བྱུང་ཞིང་།ལག་བསྟར་མ་ཐུབ་པ་རྣམས་འབྲེལ་ཡོད་ཚང་མས་མུ་མཐུད་མཇུག་གནོན་དང་ལག་བསྟར་ཞུ་རྒྱུ།ཁ༽ཆོས་ཚོགས་སྔ་མ་ཁག་གི་གྲོས་ཆོད་ནང་,5.704,159,transcribing,1,3418321
STT_AM_AB1684_0067_555539_to_557985,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0067_555539_to_557985.wav,གསལ་ཆོས་བརྒྱུད་སོ་སོའི་ཆོས་འབྱུ,2.446,31,transcribing,1,3418322
STT_AM_AB1684_0068_559842_to_566642,https://monlam-ai-stt.s3.amazonaws.com/STT_AM_AB1684_0068_559842_to_566642.wav,ང་ཕྱོགས་བསྒྲིགས་ཀྱིས་ཆོས་རིག་ལས་ཁུངས་ལ་ཕུལ་འབྱོར་བྱུང་མཚམས་སློབ་གྲྭ་ཁག་ལ་འགྲེམས་སྤེལ་གནང་རྒྱུའི་ཐད།གཡུང་དྲུང་བོན་དང་,6.8,116,transcribing,1,3418323
